"","Vcmax25_Bern.4.comps"
"Wave_2132",0.00941530852879323
"Wave_2133",0.00969529258038105
"Wave_2134",0.00974923440876878
"Wave_2135",0.0096897444410763
"Wave_2136",0.0103403732911666
"Wave_2137",0.0109299718661367
"Wave_2138",0.0106339980463267
"Wave_2139",0.0109554432432623
"Wave_2140",0.0109686119931955
"Wave_2141",0.0105628728776342
"Wave_2142",0.0104541092133545
"Wave_2143",0.0109054415792104
"Wave_2144",0.0100042768620139
"Wave_2145",0.00997230111889465
"Wave_2146",0.00999668410768066
"Wave_2147",0.00985662531662623
"Wave_2148",0.010026819432172
"Wave_2149",0.0102159597794969
"Wave_2150",0.0101673622047266
"Wave_2151",0.0108839686187739
"Wave_2152",0.010981652758446
"Wave_2153",0.0108059453336697
"Wave_2154",0.0110035130817719
"Wave_2155",0.0111864527008901
"Wave_2156",0.0106640362904315
"Wave_2157",0.0110973755859228
"Wave_2158",0.0107915387105565
"Wave_2159",0.0108099473294324
"Wave_2160",0.0107831511859356
"Wave_2161",0.0106434031956903
"Wave_2162",0.00981204701785248
"Wave_2163",0.0104933592779011
"Wave_2164",0.0106407619240585
"Wave_2165",0.0102302843801567
"Wave_2166",0.0104026040748774
"Wave_2167",0.0108742404503672
"Wave_2168",0.0106526059787068
"Wave_2169",0.0103228786101965
"Wave_2170",0.00995892488404051
"Wave_2171",0.00935667201613549
"Wave_2172",0.00884618049010287
"Wave_2173",0.00889510616118749
"Wave_2174",0.00825849871059943
"Wave_2175",0.00819229570697907
"Wave_2176",0.00782317820590301
"Wave_2177",0.00687668751120795
"Wave_2178",0.00667935792724953
"Wave_2179",0.0055879695511009
"Wave_2180",0.00539663002612629
"Wave_2181",0.00517705722380507
"Wave_2182",0.00474355562150761
"Wave_2183",0.004139861240959
"Wave_2184",0.0038935751150287
"Wave_2185",0.00352441928910318
"Wave_2186",0.00298096963435291
"Wave_2187",0.00331340903752829
"Wave_2188",0.00278376250923527
"Wave_2189",0.00227939216997881
"Wave_2190",0.00227952277845137
"Wave_2191",0.00221947976717258
"Wave_2192",0.00158259961983985
"Wave_2193",0.00130617321535027
"Wave_2194",0.00082507063543625
"Wave_2195",3.38833662870945e-05
"Wave_2196",0.000112820077646122
"Wave_2197",-1.58050064912594e-06
"Wave_2198",-0.0004752907960033
"Wave_2199",6.23927290683594e-05
"Wave_2200",-0.00011385740446891
"Wave_2201",-0.000616027208504642
"Wave_2202",-0.000442915138786864
"Wave_2203",-0.000645429306853906
"Wave_2204",-0.000959145450610445
"Wave_2205",-0.00120700985992034
"Wave_2206",-0.00155069994793674
"Wave_2207",-0.00206868372369277
"Wave_2208",-0.00249837093255152
"Wave_2209",-0.00281237906802086
"Wave_2210",-0.00290143839003535
"Wave_2211",-0.0028367071077724
"Wave_2212",-0.00335878616815851
"Wave_2213",-0.00415081769548404
"Wave_2214",-0.00368323586871868
"Wave_2215",-0.00384965033163692
"Wave_2216",-0.00367656645505678
"Wave_2217",-0.00314501128612536
"Wave_2218",-0.0028917247004246
"Wave_2219",-0.00311541219677614
"Wave_2220",-0.0028663958297773
"Wave_2221",-0.00299602543796658
"Wave_2222",-0.00304901187632747
"Wave_2223",-0.00259249106556006
"Wave_2224",-0.00310294642823017
"Wave_2225",-0.00292701944481813
"Wave_2226",-0.0024396089245532
"Wave_2227",-0.00226154194769997
"Wave_2228",-0.00170704840660105
"Wave_2229",-0.00144918707171467
"Wave_2230",-0.00129377709319418
"Wave_2231",-0.00104092287997971
"Wave_2232",-0.000776940493888932
"Wave_2233",-0.000895576729923527
"Wave_2234",-0.000624957089055818
"Wave_2235",-0.000114189581693884
"Wave_2236",-8.14603601170802e-05
"Wave_2237",0.000235087973431256
"Wave_2238",0.000688091040266948
"Wave_2239",0.000272844214972552
"Wave_2240",0.000858928536933061
"Wave_2241",0.00125863954189829
"Wave_2242",0.00189541743831631
"Wave_2243",0.00152850335052597
"Wave_2244",0.00194974566974172
"Wave_2245",0.00179575419736944
"Wave_2246",0.00180054057998478
"Wave_2247",0.0018996899727961
"Wave_2248",0.00219985966319862
"Wave_2249",0.00218202664554363
"Wave_2250",0.00271514952018501
"Wave_2251",0.00283979196555396
"Wave_2252",0.00330657866295662
"Wave_2253",0.00293522532019079
"Wave_2254",0.00275894557254791
"Wave_2255",0.00334877609192865
"Wave_2256",0.00380414682942767
"Wave_2257",0.00297492802219714
"Wave_2258",0.00300288409060048
"Wave_2259",0.00315016089351572
"Wave_2260",0.0032895510473982
"Wave_2261",0.00401373070435149
"Wave_2262",0.00508958528976256
"Wave_2263",0.00477572380972026
"Wave_2264",0.0047684644570216
"Wave_2265",0.00523781873796602
"Wave_2266",0.00488836130830641
"Wave_2267",0.00487728345069755
"Wave_2268",0.00576576598139865
"Wave_2269",0.00516709341777952
"Wave_2270",0.00573256725474729
"Wave_2271",0.0062139004441242
"Wave_2272",0.00633935838789006
"Wave_2273",0.00717353907016595
"Wave_2274",0.00754187612456888
"Wave_2275",0.00664054790847221
"Wave_2276",0.00807534047751726
"Wave_2277",0.00857410562712982
"Wave_2278",0.00829870603214974
"Wave_2279",0.00817520831419057
"Wave_2280",0.00901088941854351
"Wave_2281",0.00898590800582567
"Wave_2282",0.00939094978917309
"Wave_2283",0.0100464759895388
"Wave_2284",0.0104464740312604
"Wave_2285",0.0108133611023372
"Wave_2286",0.0118293184014894
"Wave_2287",0.0122104329777031
"Wave_2288",0.0134176601385355
"Wave_2289",0.0134182387468849
"Wave_2290",0.0136014329602561
"Wave_2291",0.0149585106573075
"Wave_2292",0.0153609468430007
"Wave_2293",0.0152915900011297
"Wave_2294",0.0169431851644063
"Wave_2295",0.0164635917791656
"Wave_2296",0.0176376180618225
"Wave_2297",0.0181319700931156
"Wave_2298",0.0189582715688595
"Wave_2299",0.0190433471641492
"Wave_2300",0.0202662540723255
"Wave_2301",0.0203980611387194
"Wave_2302",0.0214466430702516
"Wave_2303",0.0211752562098761
"Wave_2304",0.0216458040406352
"Wave_2305",0.0205203614502315
"Wave_2306",0.0217005098140429
"Wave_2307",0.021262433445066
"Wave_2308",0.0214360128713806
"Wave_2309",0.0209783561118379
"Wave_2310",0.0219595773666277
"Wave_2311",0.0207492385067139
"Wave_2312",0.021884149421792
"Wave_2313",0.0207430952678073
"Wave_2314",0.0200704209148342
"Wave_2315",0.0191229541148232
"Wave_2316",0.018811647217118
"Wave_2317",0.0165835391810579
"Wave_2318",0.0191148082148369
"Wave_2319",0.0190635992778803
"Wave_2320",0.0181460424402396
"Wave_2321",0.0184071479144692
"Wave_2322",0.0194359742439423
"Wave_2323",0.0192669431461589
"Wave_2324",0.0195345331488157
"Wave_2325",0.0198879046318324
"Wave_2326",0.0198797489308294
"Wave_2327",0.0204607015683316
"Wave_2328",0.021690584730105
"Wave_2329",0.0204370267879872
"Wave_2330",0.0202980130048438
"Wave_2331",0.0203748318122781
"Wave_2332",0.0202547536081134
"Wave_2333",0.0198905411402771
"Wave_2334",0.0194976744276176
"Wave_2335",0.0180872322981651
"Wave_2336",0.0194187042210782
"Wave_2337",0.0191433637401255
"Wave_2338",0.0201305885430061
"Wave_2339",0.0216389099650681
"Wave_2340",0.0225934216204722
"Wave_2341",0.0214535175653499
"Wave_2342",0.0223970582396548
"Wave_2343",0.0220134674360335
"Wave_2344",0.0223298026181566
"Wave_2345",0.0218558824156349
"Wave_2346",0.0233107241722204
"Wave_2347",0.022974170740173
"Wave_2348",0.0242184337636494
"Wave_2349",0.0237326803372506
"Wave_2350",0.0244256713148971
"Wave_2351",0.0239891280129457
"Wave_2352",0.0243583299869122
"Wave_2353",0.023598050213268
"Wave_2354",0.0250987915488033
"Wave_2355",0.0262292125941992
"Wave_2356",0.0275792790269895
"Wave_2357",0.0283307216428019
"Wave_2358",0.0288854643306698
"Wave_2359",0.0294148345215354
"Wave_2360",0.0313030523787609
"Wave_2361",0.0319341832265773
"Wave_2362",0.0336441832974041
"Wave_2363",0.0353380878215553
"Wave_2364",0.0370352773607003
"Wave_2365",0.0373615892552668
"Wave_2366",0.0386763520201276
"Wave_2367",0.0397186446064684
"Wave_2368",0.0409622725192798
"Wave_2369",0.0418542876846073
"Wave_2370",0.0424392547523656
"Wave_2371",0.0427443131582941
"Wave_2372",0.0432276200674715
"Wave_2373",0.0433896476511144
"Wave_2374",0.0432864422237289
"Wave_2375",0.0430891744439135
"Wave_2376",0.0431228531090319
"Wave_2377",0.0421990503616568
"Wave_2378",0.0421243620340893
"Wave_2379",0.0410907288143908
"Wave_2380",0.039526942391682
"Wave_2381",0.038847387722159
"Wave_2382",0.0377867434031871
"Wave_2383",0.0360048491474945
"Wave_2384",0.0356182231126428
"Wave_2385",0.0347268779674355
"Wave_2386",0.0336213238772603
"Wave_2387",0.0330453134610911
"Wave_2388",0.0319575568830934
"Wave_2389",0.0310834152031204
"Wave_2390",0.0311738266079977
"Wave_2391",0.030325276196224
"Wave_2392",0.0300151360287383
"Wave_2393",0.0300294735730532
"Wave_2394",0.0297417782354477
"Wave_2395",0.0291213877131241
"Wave_2396",0.0289681111847015
"Wave_2397",0.0289713128042921
"Wave_2398",0.0293211756484936
"Wave_2399",0.0301053186398813
"Wave_2400",0.0306260082646816
